id,name,alias,category,lead,rpm_repo,rpm_pkg,rpm_pg,deb_repo,deb_pkg,deb_pg
3360,financial,pg_financial,FUNC,t,PIGSTY,pg_financial_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-financial,"{17,16,15,14,13,12}"
3400,pgjwt,pgjwt,FUNC,t,PIGSTY,pgjwt_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgjwt,"{17,16,15,14,13,12}"
3410,pg_hashlib,pg_hashlib,FUNC,t,PIGSTY,pg_hashlib_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-hashlib,"{17,16,15,14,13,12}"
3420,shacrypt,shacrypt,FUNC,t,PIGSTY,postgres_shacrypt_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-shacrypt,"{17,16,15,14,13,12}"
3430,cryptint,cryptint,FUNC,t,PIGSTY,cryptint_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-cryptint,"{17,16,15,14,13,12}"
3440,pguecc,pg_ecdsa,FUNC,t,PIGSTY,pg_ecdsa_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-ecdsa,"{17,16,15,14,13,12}"
3500,pgpcre,pgpcre,FUNC,t,PIGSTY,pgpcre_$v,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgpcre,"{17,16,15,14,13,12}"
3510,icu_ext,icu_ext,FUNC,t,PIGSTY,icu_ext_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-icu-ext,"{17,16,15,14,13,12}"
3520,pgqr,pgqr,FUNC,t,PIGSTY,pgqr_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgqr,"{17,16,15,14,13,12}"
3530,envvar,envvar,FUNC,t,PIGSTY,pg_envvar_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-envvar,"{17,16,15,14,13,12}"
3540,pg_protobuf,pg_protobuf,FUNC,t,PIGSTY,pg_protobuf_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-protobuf,"{17,16,15,14,13,12}"
3550,url_encode,url_encode,FUNC,t,PIGSTY,url_encode_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-url-encode,"{17,16,15,14,13,12}"
3840,refint,refint,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3841,autoinc,autoinc,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3842,insert_username,insert_username,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3843,moddatetime,moddatetime,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3850,tsm_system_time,tsm_system_time,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3870,dict_xsyn,dict_xsyn,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3880,tsm_system_rows,tsm_system_rows,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3890,tcn,tcn,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3900,uuid-ossp,uuid-ossp,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3910,btree_gist,btree_gist,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3920,btree_gin,btree_gin,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3930,intarray,intarray,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3950,intagg,intagg,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3960,dict_int,dict_int,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
3990,unaccent,unaccent,FUNC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5010,pg_repack,pg_repack,ADMIN,t,PGDG,pg_repack_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-repack,"{17,16,15,14,13,12}"
5020,pg_squeeze,pg_squeeze,ADMIN,t,PGDG,pg_squeeze_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-squeeze,"{17,16,15,14,13,12}"
5030,pg_dirtyread,pg_dirtyread,ADMIN,t,PIGSTY,pg_dirtyread_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-dirtyread,"{17,16,15,14,13,12}"
5040,pgfincore,pgfincore,ADMIN,t,PGDG,pgfincore_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgfincore,"{17,16,15,14,13,12}"
5050,pgdd,pgdd,ADMIN,t,PIGSTY,pgdd_$v,"{16,15,14,13,12}",PIGSTY,postgresql-$v-pgdd,"{16,15,14,13,12}"
5060,ddlx,ddlx,ADMIN,t,PIGSTY,ddlx_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-ddlx,"{17,16,15,14,13,12}"
5070,prioritize,pg_prioritize,ADMIN,t,PGDG,pg_prioritize_$v*,"{17,16,15}",PGDG,postgresql-$v-prioritize,"{17,16,15,14,13,12}"
5080,pg_checksums,pg_checksums,ADMIN,t,PGDG,pg_checksums_$v*,"{16,15,14,13,12}",PGDG,postgresql-$v-pg-checksums,"{17,16,15,14,13,12}"
5090,pg_readonly,pg_readonly,ADMIN,t,PGDG,pg_readonly_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-readonly,"{17,16,15,14,13,12}"
5100,safeupdate,safeupdate,ADMIN,t,PGDG,safeupdate_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-safeupdate,"{17,16,15,14}"
5110,pg_permissions,pg_permissions,ADMIN,t,PGDG,pg_permissions_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-permissions,"{17,16,15,14,13,12}"
5120,pgautofailover,pgautofailover,ADMIN,t,PGDG,pg_auto_failover_$v*,"{16,15,14,13,12}",PGDG,postgresql-$v-auto-failover,"{17,16,15,14,13,12}"
5130,pg_catcheck,pg_catcheck,ADMIN,t,PGDG,pg_catcheck_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-catcheck,"{17,16,15,14,13,12}"
5140,pre_prepare,preprepare,ADMIN,t,PIGSTY,preprepare_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-preprepare,"{17,16,15,14,13,12}"
5170,pgcozy,pgcozy,ADMIN,t,PIGSTY,pgcozy_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgcozy,"{17,16,15,14,13,12}"
5180,pg_orphaned,pg_orphaned,ADMIN,t,PIGSTY,pg_orphaned_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-orphaned,"{17,16,15,14,13,12}"
5190,pg_crash,pg_crash,ADMIN,t,PIGSTY,pg_crash_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-crash,"{17,16,15,14,13,12}"
5200,pg_cheat_funcs,pg_cheat_funcs,ADMIN,t,PIGSTY,pg_cheat_funcs_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-cheat-funcs,"{17,16,15,14,13,12}"
5210,pg_savior,pg_savior,ADMIN,t,PIGSTY,pg_savior_$v*,"{17,16,15,14,13}",PIGSTY,postgresql-$v-pg-savior,"{17,16,15,14,13}"
5220,table_log,table_log,ADMIN,t,PIGSTY,table_log_$v,"{17,16,15,14,13,12}",PGDG,postgresql-$v-tablelog,"{17,16,15,14,13,12}"
5230,pg_fio,pg_fio,ADMIN,t,PIGSTY,pg_fio_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-fio,"{17,16,15,14,13,12}"
5300,pgpool_adm,pgpool,ADMIN,t,PGDG,pgpool-II-pg$v-extensions,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgpool2,"{17,16,15,14,13,12}"
5301,pgpool_recovery,pgpool,ADMIN,f,PGDG,pgpool-II-pg$v-extensions,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgpool2,"{17,16,15,14,13,12}"
5302,pgpool_regclass,pgpool,ADMIN,f,PGDG,pgpool-II-pg$v-extensions,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgpool2,"{17,16,15,14,13,12}"
5310,pgagent,pgagent,ADMIN,t,PGDG,pgagent_$v*,"{17,16,15,14,13,12}",PGDG,pgagent,"{17,16,15,14,13,12}"
5900,vacuumlo,vacuumlo,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5910,pg_prewarm,pg_prewarm,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5920,oid2name,oid2name,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5930,lo,lo,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5940,basic_archive,basic_archive,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15}",CONTRIB,postgresql-$v,"{17,16,15}"
5950,basebackup_to_shell,basebackup_to_shell,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15}",CONTRIB,postgresql-$v,"{17,16,15}"
5960,old_snapshot,old_snapshot,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14}",CONTRIB,postgresql-$v,"{17,16,15,14}"
5970,adminpack,adminpack,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5980,amcheck,amcheck,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
5990,pg_surgery,pg_surgery,ADMIN,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14}",CONTRIB,postgresql-$v,"{17,16,15,14}"
6000,pg_profile,pg_profile,STAT,t,PGDG,pg_profile_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-profile,"{17,16,15,14,13,12}"
6010,pg_show_plans,pg_show_plans,STAT,t,PGDG,pg_show_plans_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-show-plans,"{17,16,15,14,13,12}"
6020,pg_stat_kcache,pg_stat_kcache,STAT,t,PGDG,pg_stat_kcache_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-stat-kcache,"{17,16,15,14,13,12}"
6030,pg_stat_monitor,pg_stat_monitor,STAT,t,PGDG,pg_stat_monitor_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-stat-monitor,"{17,16,15,14,13,12}"
6040,pg_qualstats,pg_qualstats,STAT,t,PGDG,pg_qualstats_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-qualstats,"{17,16,15,14,13,12}"
6050,pg_store_plans,pg_store_plans,STAT,t,PIGSTY,pg_store_plans_$v*,"{16,15,14,13,12}",PIGSTY,postgresql-$v-pg-store-plan,"{16,15,14,13,12}"
6060,pg_track_settings,pg_track_settings,STAT,t,PGDG,pg_track_settings_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-track-settings,"{17,16,15,14,13,12}"
6070,pg_wait_sampling,pg_wait_sampling,STAT,t,PGDG,pg_wait_sampling_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pg-wait-sampling,"{17,16,15,14,13,12}"
6080,system_stats,system_stats,STAT,t,PGDG,system_stats_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-system-stats,"{17,16,15,14,13,12}"
6090,meta,pg_meta,STAT,t,PIGSTY,pg_meta_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-meta,"{17,16,15,14,13,12}"
6100,pgnodemx,pgnodemx,STAT,t,PIGSTY,pgnodemx_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgnodemx,"{17,16,15,14,13,12}"
6120,pg_proctab,pgnodemx,STAT,f,PIGSTY,pgnodemx_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgnodemx,"{17,16,15,14,13,12}"
6130,pg_sqlog,pg_sqlog,STAT,t,PIGSTY,pg_sqlog_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-sqlog,"{17,16,15,14,13,12}"
6140,bgw_replstatus,bgw_replstatus,STAT,t,PGDG,bgw_replstatus_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-bgw-replstatus,"{17,16,15,14,13,12}"
6150,pgmeminfo,pgmeminfo,STAT,t,PIGSTY,pgmeminfo_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgmeminfo,"{17,16,15,14,13,12}"
6160,toastinfo,toastinfo,STAT,t,PIGSTY,toastinfo_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-toastinfo,"{17,16,15,14,13,12}"
6170,explain_ui,pg_explain_ui,STAT,t,PIGSTY,pg_explain_ui_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-explain-ui,"{17,16,15,14,13,12}"
6180,pg_relusage,pg_relusage,STAT,t,PIGSTY,pg_relusage_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-relusage,"{17,16,15,14,13,12}"
6220,pg_top,pg_top,STAT,t,PGDG,pg_top_$v*,"{16,15,14,13}",,,
6230,pagevis,pagevis,STAT,t,PIGSTY,pagevis_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pagevis,"{17,16,15,14,13,12}"
6240,powa,powa,STAT,t,PGDG,powa_$v*,"{16,15,14,13,12}",PGDG,postgresql-$v-powa,"{16,15,14,13,12}"
6900,pageinspect,pageinspect,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6910,pgrowlocks,pgrowlocks,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6920,sslinfo,sslinfo,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6930,pg_buffercache,pg_buffercache,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6940,pg_walinspect,pg_walinspect,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15}",CONTRIB,postgresql-$v,"{17,16,15}"
6950,pg_freespacemap,pg_freespacemap,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6960,pg_visibility,pg_visibility,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6970,pgstattuple,pgstattuple,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6980,auto_explain,auto_explain,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
6990,pg_stat_statements,pg_stat_statements,STAT,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
7000,passwordcheck_cracklib,passwordcheck,SEC,t,PGDG,passwordcheck_cracklib_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-passwordcheck-cracklib,"{17,16,15,14,13,12}"
7010,supautils,supautils,SEC,t,PIGSTY,supautils_$v*,"{17,16,15,14,13}",PIGSTY,postgresql-$v-supautils,"{17,16,15,14,13}"
7020,pgsodium,pgsodium,SEC,t,PIGSTY,pgsodium_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgsodium,"{17,16,15,14,13,12}"
7030,supabase_vault,pg_vault,SEC,t,PIGSTY,vault_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-vault,"{17,16,15,14,13,12}"
7040,pg_session_jwt,pg_session_jwt,SEC,t,PIGSTY,pg_session_jwt_$v,"{17,16,15,14}",PIGSTY,postgresql-$v-pg-session-jwt,"{17,16,15,14}"
7050,anon,anonymizer,SEC,t,PIGSTY,postgresql_anonymizer_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-anonymizer,"{17,16,15,14,13,12}"
7060,pg_tde,pg_tde,SEC,t,PIGSTY,pg_tde_$v*,{16},PIGSTY,postgresql-$v-pg-tde,{16}
7070,pgsmcrypto,pgsmcrypto,SEC,t,PIGSTY,pgsmcrypto_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgsmcrypto,"{17,16,15,14,13,12}"
7080,pgaudit,pgaudit,SEC,t,PGDG,pgaudit_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgaudit,"{17,16,15,14,13,12}"
7090,pgauditlogtofile,pgauditlogtofile,SEC,t,PGDG,pgauditlogtofile_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgauditlogtofile,"{17,16,15,14,13,12}"
7100,pg_auth_mon,pg_auth_mon,SEC,t,PGDG,pg_auth_mon_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-auth-mon,"{17,16,15,14,13,12}"
7110,credcheck,credcheck,SEC,t,PGDG,credcheck_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-credcheck,"{17,16,15,14,13,12}"
7120,pgcryptokey,pgcryptokey,SEC,t,PIGSTY,pgcryptokey_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgcryptokey,"{17,16,15,14,13,12}"
7130,pg_jobmon,pg_jobmon,SEC,t,PGDG,pg_jobmon_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-jobmon,"{17,16,15,14,13,12}"
7140,logerrors,logerrors,SEC,t,PGDG,logerrors_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-logerrors,"{17,16,15,14,13,12}"
7150,login_hook,login_hook,SEC,t,PGDG,login_hook_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-login-hook,"{17,16,15,14,13,12}"
7160,set_user,set_user,SEC,t,PGDG,set_user_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-set-user,"{17,16,15,14,13,12}"
7170,pg_snakeoil,pg_snakeoil,SEC,t,PIGSTY,pg_snakeoil_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-snakeoil,"{17,16,15,14,13,12}"
7180,pgextwlist,pgextwlist,SEC,t,PIGSTY,pgextwlist_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pgextwlist,"{17,16,15,14,13,12}"
7190,pg_auditor,pg_auditor,SEC,t,PIGSTY,pg_auditor_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-auditor,"{17,16,15,14,13,12}"
7200,sslutils,sslutils,SEC,t,PIGSTY,sslutils_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-sslutils,"{17,16,15,14,13,12}"
7210,noset,noset,SEC,t,PIGSTY,noset_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-noset,"{17,16,15,14,13,12}"
7960,sepgsql,sepgsql,SEC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
7970,auth_delay,auth_delay,SEC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
7980,pgcrypto,pgcrypto,SEC,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
7990,passwordcheck,passwordcheck,SEC,f,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
8500,wrappers,wrappers,FDW,t,PIGSTY,wrappers_$v,"{17,16,15,14}",PIGSTY,postgresql-$v-wrappers,"{17,16,15,14}"
8510,multicorn,multicorn,FDW,t,PGDG,multicorn2_$v*,"{17,16,15,14,13,12}",,,
8520,odbc_fdw,odbc_fdw,FDW,t,PGDG,odbc_fdw_$v*,"{16,15,14,13}",,,
8530,jdbc_fdw,jdbc_fdw,FDW,t,PGDG,jdbc_fdw_$v*,"{16,15,14,13}",,,
8600,mysql_fdw,mysql_fdw,FDW,t,PGDG,mysql_fdw_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-mysql-fdw,"{17,16,15,14,13,12}"
8610,oracle_fdw,oracle_fdw,FDW,t,PGDG,oracle_fdw_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-oracle-fdw,"{17,16,15,14,13,12}"
8620,tds_fdw,tds_fdw,FDW,t,PGDG,tds_fdw_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-tds-fdw,"{17,16,15,14,13,12}"
8630,db2_fdw,db2_fdw,FDW,t,PGDG,db2_fdw_$v*,"{16,15,14,13,12}",,,
8640,sqlite_fdw,sqlite_fdw,FDW,t,PGDG,sqlite_fdw_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-sqlite-fdw,"{16,15,14,13,12}"
8650,pgbouncer_fdw,pgbouncer_fdw,FDW,t,PGDG,pgbouncer_fdw_$v*,"{17,16,15,14,13,12}",,,
8700,mongo_fdw,mongo_fdw,FDW,t,PGDG,mongo_fdw_$v*,"{16,15,14,13,12}",,,
8710,redis_fdw,redis_fdw,FDW,t,PIGSTY,redis_fdw_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-redis-fdw,"{17,16,15,14,13,12}"
8720,redis,pg_redis_pubsub,FDW,t,PIGSTY,pg_redis_pubsub_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-redis-pubsub,"{17,16,15,14,13,12}"
8730,kafka_fdw,kafka_fdw,FDW,t,PIGSTY,kafka_fdw_$v,"{16,15,14,13,12}",PIGSTY,postgresql-$v-kafka-fdw,"{16,15,14,13,12}"
8740,hdfs_fdw,hdfs_fdw,FDW,t,PGDG,hdfs_fdw_$v*,"{17,16,15,14,13,12}",,,
8750,firebird_fdw,firebird_fdw,FDW,t,PIGSTY,firebird_fdw_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-firebird-fdw,"{17,16,15,14,13,12}"
8800,aws_s3,aws_s3,FDW,t,PIGSTY,aws_s3_$v,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-aws-s3,"{17,16,15,14,13,12}"
8810,log_fdw,log_fdw,FDW,t,PIGSTY,log_fdw_$v*,"{17,16,15,14}",PIGSTY,postgresql-$v-log-fdw,"{17,16,15,14}"
8970,dblink,dblink,FDW,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
8980,file_fdw,file_fdw,FDW,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
8990,postgres_fdw,postgres_fdw,FDW,t,CONTRIB,postgresql$v-contrib,"{17,16,15,14,13,12}",CONTRIB,postgresql-$v,"{17,16,15,14,13,12}"
9000,orafce,orafce,SIM,t,PGDG,orafce_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-orafce,"{17,16,15,14,13,12}"
9010,pgtt,pgtt,SIM,t,PGDG,pgtt_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgtt,"{17,16,15,14,13,12}"
9020,session_variable,session_variable,SIM,t,PIGSTY,session_variable_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-session-variable,"{17,16,15,14,13,12}"
9030,pg_statement_rollback,pg_statement_rollback,SIM,t,PGDG,pg_statement_rollback_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-statement-rollback,"{17,16,15,14,13,12}"
9040,pg_dbms_metadata,pg_dbms_metadata,SIM,t,PGDG,pg_dbms_metadata_$v*,"{17,16,15,14,13,12}",,,
9050,pg_dbms_lock,pg_dbms_lock,SIM,t,PGDG,pg_dbms_lock_$v*,"{17,16,15,14,13,12}",,,
9060,pg_dbms_job,pg_dbms_job,SIM,t,PGDG,pg_dbms_job_$v*,"{17,16,15,14,13,12}",,,
9100,babelfishpg_common,babelfishpg_common,SIM,t,WILTON,babelfishpg-common*,{15},WILTON,babelfishpg-common,{15}
9110,babelfishpg_tsql,babelfishpg_tsql,SIM,t,WILTON,babelfishpg-tsql*,{15},WILTON,babelfishpg-tsql,{15}
9120,babelfishpg_tds,babelfishpg_tds,SIM,t,WILTON,babelfishpg-tds*,{15},WILTON,babelfishpg-tds,{15}
9130,babelfishpg_money,babelfishpg_money,SIM,t,WILTON,babelfishpg-money*,{15},WILTON,babelfishpg-money,{15}
9200,pgmemcache,pgmemcache,SIM,t,PGDG,pgmemcache_$v*,"{17,16,15}",PGDG,postgresql-$v-pgmemcache,"{17,16,15,14,13,12}"
9500,pglogical,pglogical,ETL,t,PGDG,pglogical_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pglogical,"{17,16,15,14,13,12}"
9501,pglogical_origin,pglogical,ETL,f,PGDG,pglogical_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pglogical,"{17,16,15,14,13,12}"
9510,pglogical_ticker,pglogical_ticker,ETL,t,PIGSTY,pglogical_ticker_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pglogical-ticker,"{17,16,15,14,13,12}"
9520,pgl_ddl_deploy,pgl_ddl_deploy,ETL,t,PGDG,pgl_ddl_deploy_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-pgl-ddl-deploy,"{17,16,15,14,13,12}"
9530,pg_failover_slots,pg_failover_slots,ETL,t,PIGSTY,pg_failover_slots_$v*,"{17,16,15,14,13,12}",PIGSTY,postgresql-$v-pg-failover-slots,"{17,16,15,14,13,12}"
9630,wal2json,wal2json,ETL,t,PGDG,wal2json_$v*,"{17,16,15,14,13,12}",PGDG,postgresql-$v-wal2json,"{17,16,15,14,13,12}"
9640,wal2mongo,wal2mongo,ETL,t,PIGSTY,wal2mongo_$v*,"{16,15,14,13}",PIGSTY,postgresql-$v-wal2mongo,"{16,15,14,13}"
9650,decoderbufs,decoderbufs,ETL,t,PGDG,postgres-decoderbufs_$v*,"{16,15,14,13,12}",PGDG,postgresql-$v-decoderbufs,"{16,15,14,13,12}"
